id,atividade_economica,enquadramento,len_count,seq1,codigo_resumido,seq,name,taxa_anual,vida_util,method,method_number,method_period,journal_id:id,prorata_computation_type,state,asset_type
__Import_assets_models_MyCompany_00DE-2.5,DE-Indústrias de pasta de papel; de papel e cartão e seus artigos; Edição e impressão,"2-Edição, impressão e serviços relacionados",3,DE,DE-2.5,2.50,Moldes e matrizes,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DF-1.1,DF-Fabricação de coque e de produtos petrolíferos refinados,1-Fabricação de produtos petrolíferos refinados,3,DF,DF-1.1,1.10,Instalações industriais sujeitas a corrosão,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DF-1.2,DF-Fabricação de coque e de produtos petrolíferos refinados,1-Fabricação de produtos petrolíferos refinados,3,DF,DF-1.2,1.20,Outras instalações industriais,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DF-1.3,DF-Fabricação de coque e de produtos petrolíferos refinados,1-Fabricação de produtos petrolíferos refinados,3,DF,DF-1.3,1.30,Oleodutos e instalações de distribuição e transporte,8.33,12,"Straight Line", 144 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DF-1.4,DF-Fabricação de coque e de produtos petrolíferos refinados,1-Fabricação de produtos petrolíferos refinados,3,DF,DF-1.4,1.40,Reservatórios,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DF-1.5,DF-Fabricação de coque e de produtos petrolíferos refinados,1-Fabricação de produtos petrolíferos refinados,3,DF,DF-1.5,1.50,Bombas de gás (petróleo),10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.1,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.1,1.10,Fornos reactores para sintese,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.2,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.2,1.20,Fornos reactores para fusão,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.3,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.3,1.30,Instalações de electrólise e electrossintese,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.4,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.4,1.40,Instalações para fabrico de ácidos,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.5,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.5,1.50,Outras instalações industriais,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.6,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.6,1.60,Máquinas e equipamentos de uso específico sujeitos a corrosão,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.7,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.7,1.70,Outras máquinas e equipamentos de uso específico,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.8,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.8,1.80,Reservatórios,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-1.9,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,1-Fabricação de produtos químicos de base,3,DG,DG-1.9,1.90,Material de distribuição de gases (embalagens para ar comprimido),12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-2.1,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,2-Fabricação de outros produtos químicos,3,DG,DG-2.1,2.10,Instalações para fabrico de produtos farmacêuticos,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-2.2,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,2-Fabricação de outros produtos químicos,3,DG,DG-2.2,2.20,Outras instalações industriais,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-2.3,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,2-Fabricação de outros produtos químicos,3,DG,DG-2.3,2.30,Máquinas e equipamentos de uso específico sujeitos a corrosão,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-2.4,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,2-Fabricação de outros produtos químicos,3,DG,DG-2.4,2.40,Outras máquinas e equipamentos de uso específico,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-2.5,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,2-Fabricação de outros produtos químicos,3,DG,DG-2.5,2.50,Reservatórios,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-2.6,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,2-Fabricação de outros produtos químicos,3,DG,DG-2.6,2.60,Aparelhos e utensílios de laboratório,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-3.1,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,3-Fabricação de fibras sintéticas ou artificiais,3,DG,DG-3.1,3.10,Máquinas e equipamentos de uso específico sujeitos a corrosão,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-3.2,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,3-Fabricação de fibras sintéticas ou artificiais,3,DG,DG-3.2,3.20,Outras máquinas e equipamentos de uso específico,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-3.3,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,3-Fabricação de fibras sintéticas ou artificiais,3,DG,DG-3.3,3.30,Prensas,6.67,15,"Straight Line", 180 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-3.4,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,3-Fabricação de fibras sintéticas ou artificiais,3,DG,DG-3.4,3.40,Moldes e formas,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DG-3.5,DG-Fabricação de produtos químicos e de fibras sintéticas ou artificiais,3-Fabricação de fibras sintéticas ou artificiais,3,DG,DG-3.5,3.50,Aparelhos e utensílios de laboratório,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DH-1.1,DH-Fabricação de artigos de borracha e de matérias plásticas,1-Fabricação de artigos de borracha,3,DH,DH-1.1,1.10,Máquinas e equipamentos de uso específico sujeitos a corrosão,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DH-1.2,DH-Fabricação de artigos de borracha e de matérias plásticas,1-Fabricação de artigos de borracha,3,DH,DH-1.2,1.20,Outras máquinas e equipamentos de uso específico,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DH-1.3,DH-Fabricação de artigos de borracha e de matérias plásticas,1-Fabricação de artigos de borracha,3,DH,DH-1.3,1.30,Moldes e formas,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DH-2.1,DH-Fabricação de artigos de borracha e de matérias plásticas,2-Fabricação de matérias plásticas,3,DH,DH-2.1,2.10,Máquinas e equipamentos de uso específico sujeitos a corrosão,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DH-2.2,DH-Fabricação de artigos de borracha e de matérias plásticas,2-Fabricação de matérias plásticas,3,DH,DH-2.2,2.20,Outras máquinas e equipamentos de uso específico,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DH-2.3,DH-Fabricação de artigos de borracha e de matérias plásticas,2-Fabricação de matérias plásticas,3,DH,DH-2.3,2.30,Moldes e formas,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DH-2.4,DH-Fabricação de artigos de borracha e de matérias plásticas,2-Fabricação de matérias plásticas,3,DH,DH-2.4,2.40,Ferramentas e utensílios de uso específico,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-1.1,DI-Fabricação de outros produtos minerais não metálicos,1-Fabricação de vidro e artigos de vidro,3,DI,DI-1.1,1.10,Máquinas e equipamentos de trituração; moagem e mistura,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-1.2,DI-Fabricação de outros produtos minerais não metálicos,1-Fabricação de vidro e artigos de vidro,3,DI,DI-1.2,1.20,Outras máquinas e equipamentos industriais de uso específico,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-1.3,DI-Fabricação de outros produtos minerais não metálicos,1-Fabricação de vidro e artigos de vidro,3,DI,DI-1.3,1.30,Fomos,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-1.4,DI-Fabricação de outros produtos minerais não metálicos,1-Fabricação de vidro e artigos de vidro,3,DI,DI-1.4,1.40,Moldes e outras ferramentas e utensílios de uso específico,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-2.1,DI-Fabricação de outros produtos minerais não metálicos,2-Fabricação de produtos minerais não metálicos n. e. (a),3,DI,DI-2.1,2.10,Terrenos de exploração; incluindo pedreiras (b),10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-2.2,DI-Fabricação de outros produtos minerais não metálicos,2-Fabricação de produtos minerais não metálicos n. e. (a),3,DI,DI-2.2,2.20,Máquinas e equipamentos de sondagem; de extracção e de remoção,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-2.3,DI-Fabricação de outros produtos minerais não metálicos,2-Fabricação de produtos minerais não metálicos n. e. (a),3,DI,DI-2.3,2.30,Máquinas e equipamentos de compressão; trituração; selecção; corte; etc.,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-2.4,DI-Fabricação de outros produtos minerais não metálicos,2-Fabricação de produtos minerais não metálicos n. e. (a),3,DI,DI-2.4,2.40,Outras máquinas e equipamentos industriais,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-2.5,DI-Fabricação de outros produtos minerais não metálicos,2-Fabricação de produtos minerais não metálicos n. e. (a),3,DI,DI-2.5,2.50,Silos e depósitos,6.67,15,"Straight Line", 180 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-2.6,DI-Fabricação de outros produtos minerais não metálicos,2-Fabricação de produtos minerais não metálicos n. e. (a),3,DI,DI-2.6,2.60,Fornos e muflas,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-2.7,DI-Fabricação de outros produtos minerais não metálicos,2-Fabricação de produtos minerais não metálicos n. e. (a),3,DI,DI-2.7,2.70,Moldes e matrizes,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DI-2.8,DI-Fabricação de outros produtos minerais não metálicos,2-Fabricação de produtos minerais não metálicos n. e. (a),3,DI,DI-2.8,2.80,Ferramentas e utensílios de uso específico,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-1.1,DJ-Indústrias metalúrgicas de base e de produtos metálicos,1-Indústrias metalúrgicas de base,3,DJ,DJ-1.1,1.10,Fornos para fundição,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-1.2,DJ-Indústrias metalúrgicas de base e de produtos metálicos,1-Indústrias metalúrgicas de base,3,DJ,DJ-1.2,1.20,Instalações para electrólise e outros processos químicos,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-1.3,DJ-Indústrias metalúrgicas de base e de produtos metálicos,1-Indústrias metalúrgicas de base,3,DJ,DJ-1.3,1.30,Máquinas e equipamentos industriais de uso específico,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-1.4,DJ-Indústrias metalúrgicas de base e de produtos metálicos,1-Indústrias metalúrgicas de base,3,DJ,DJ-1.4,1.40,Ferramentas e utensílios de uso específico,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.1,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.1,2.10,Fomos e estufas,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.2,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.2,2.20,Instalações de vácuo,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.3,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.3,2.30,Instalações para electrólise e outros processos químicos,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.4,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.4,2.40,Máquinas e equipamentos industriais de uso específico (a),12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.5,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.5,2.50,Máquinas de bobinar,25.00,4,"Straight Line", 48 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.6,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.6,2.60,Prensas e compressores,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.7,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.7,2.70,Máquinas e aparelhos para soldadura,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.8,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.8,2.80,Moldes e matrizes,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DJ-2.9,DJ-Indústrias metalúrgicas de base e de produtos metálicos,"2-Fabricação de produtos metálicos, excepto máquinas e equipamentos",3,DJ,DJ-2.9,2.90,Outras ferramentas e utensílios de uso específico,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.1,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.1,1.10,Fomos e estufas,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.2,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.2,1.20,Instalações de vácuo,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.3,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.3,1.30,Instalações para electrólise e outros processos químicos,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.4,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.4,1.40,Máquinas e equipamentos industriais de uso específico (a),12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.5,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.5,1.50,Máquinas de bobinar,25.00,4,"Straight Line", 48 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.6,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.6,1.60,Prensas e compressores,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.7,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.7,1.70,Máquinas e aparelhos para soldadura,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.8,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.8,1.80,Moldes e matrizes,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DK-1.9,DK-Fabricação de máquinas e de equipamentos não especificados,1-Fabricação de máquinas de uso geral e específico e de aparelhos domésticos,3,DK,DK-1.9,1.90,Outras ferramentas e utensílios de uso específico,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DL-1.1,DL-Fabricação de equipamento eléctrico e de óptica,1-Fabricação de equipamento eléctrico e de óptica,3,DL,DL-1.1,1.10,Fomos e estufas,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DL-1.2,DL-Fabricação de equipamento eléctrico e de óptica,1-Fabricação de equipamento eléctrico e de óptica,3,DL,DL-1.2,1.20,Máquinas e equipamentos industriais de uso específico,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DL-1.3,DL-Fabricação de equipamento eléctrico e de óptica,1-Fabricação de equipamento eléctrico e de óptica,3,DL,DL-1.3,1.30,Prensas e compressores,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DL-1.4,DL-Fabricação de equipamento eléctrico e de óptica,1-Fabricação de equipamento eléctrico e de óptica,3,DL,DL-1.4,1.40,Máquinas e aparelhos para soldadura,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DL-1.5,DL-Fabricação de equipamento eléctrico e de óptica,1-Fabricação de equipamento eléctrico e de óptica,3,DL,DL-1.5,1.50,Moldes e matrizes,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DL-1.6,DL-Fabricação de equipamento eléctrico e de óptica,1-Fabricação de equipamento eléctrico e de óptica,3,DL,DL-1.6,1.60,Outras ferramentas e utensílios de uso específico,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.1,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.1,1.10,Pistas de ensaio e prova,6.67,15,"Straight Line", 180 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.2,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.2,1.20,Superfícies de estacionamento sem cobertura,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.3,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.3,1.30,Fomos para fundição,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.4,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.4,1.40,Linhas de montagem,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.5,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.5,1.50,Máquinas e equipamentos para aplicação de pintura,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.6,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.6,1.60,Transportadores e máquinas de alimentação de peças,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.7,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.7,1.70,Contentores de transporte intemo,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.8,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.8,1.80,Máquinas e equipamentos de ensaio e medida,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.9,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",3,DM,DM-1.9,1.90,Moldes e matrizes,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-1.10,DM-Fabricação de material de transporte,"1-Fabricação de veículos automóveis, reboques e semi-reboques (a)",4,DM,DM-1.10,1.10,Outras ferramentas e utensílios de uso específico,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.1,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.1,2.10,Docas flutuantes,8.33,12,"Straight Line", 144 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.2,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.2,2.20,Docas secas; cais e pontes-cais,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.3,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.3,2.30,Rebocadores e embarcações similares,7.14,14,"Straight Line", 168 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
